Word, suny_c, gutenberg_c, suny_ws, gutenberg_ws, total
|gate|, |1|, |1|, |1|, |1|, |4|
|banisters|, |1|, |1|, |1|, |0|, |3|
|asked|, |13|, |23|, |10|, |8|, |54|
|toutes|, |1|, |0|, |1|, |0|, |2|
|Chillon,|, |0|, |0|, |0|, |1|, |1|
|head|, |10|, |9|, |6|, |5|, |30|
|hereupon|, |1|, |1|, |0|, |0|, |2|
|upward|, |1|, |1|, |1|, |0|, |3|
|communicate.|, |0|, |0|, |1|, |1|, |2|
|different.|, |0|, |0|, |1|, |0|, |1|
|reading|, |1|, |1|, |0|, |0|, |2|
|art-student|, |6|, |5|, |2|, |0|, |13|
|leaves|, |1|, |1|, |0|, |0|, |2|
|striking|, |1|, |0|, |1|, |0|, |2|
|307|, |1|, |0|, |0|, |0|, |1|
|side--he|, |0|, |0|, |1|, |0|, |1|
|wincing|, |1|, |0|, |1|, |0|, |2|
|identified|, |1|, |1|, |0|, |0|, |2|
|report;|, |0|, |0|, |1|, |0|, |1|
|too;|, |0|, |0|, |1|, |1|, |2|
|time;|, |0|, |0|, |1|, |1|, |2|
|quaint,|, |0|, |0|, |0|, |1|, |1|
|conviction|, |2|, |0|, |1|, |0|, |3|
|demanded|, |1|, |1|, |1|, |1|, |4|
|busy|, |1|, |1|, |1|, |1|, |4|
|properly|, |2|, |1|, |2|, |1|, |6|
|under-lip|, |1|, |0|, |1|, |0|, |2|
|sat|, |9|, |10|, |9|, |10|, |38|
|drive."|, |0|, |0|, |1|, |1|, |2|
|look|, |8|, |3|, |8|, |3|, |22|
|him.|, |0|, |0|, |3|, |1|, |4|
|me,|, |0|, |0|, |12|, |7|, |19|
|threshold.|, |0|, |0|, |1|, |1|, |2|
|Countess,|, |0|, |0|, |2|, |2|, |4|
|lived|, |3|, |2|, |2|, |2|, |9|
|dress|, |2|, |2|, |0|, |0|, |4|
|"With|, |0|, |0|, |1|, |1|, |2|
|red-gabled,|, |0|, |0|, |0|, |1|, |1|
|silence.|, |0|, |0|, |1|, |1|, |2|
|"She's|, |0|, |0|, |2|, |2|, |4|
|him|, |30|, |25|, |20|, |16|, |91|
|street;|, |0|, |0|, |0|, |1|, |1|
|flinched;|, |0|, |0|, |0|, |1|, |1|
|head-cover|, |1|, |0|, |1|, |0|, |2|
|except|, |1|, |0|, |0|, |0|, |1|
|desperate|, |2|, |1|, |2|, |1|, |6|
|forward|, |1|, |1|, |1|, |1|, |4|
|intensity.|, |0|, |0|, |1|, |0|, |1|
|legs|, |1|, |1|, |1|, |1|, |4|
|WAS|, |2|, |0|, |1|, |0|, |3|
|statues|, |1|, |1|, |0|, |0|, |2|
|face."|, |0|, |0|, |1|, |1|, |2|
|spot|, |2|, |1|, |1|, |1|, |5|
|person.|, |0|, |0|, |2|, |1|, |3|
|time|, |20|, |14|, |10|, |9|, |53|
|houses;|, |0|, |0|, |1|, |1|, |2|
|scornful|, |0|, |1|, |0|, |1|, |2|
|hall.|, |0|, |0|, |1|, |1|, |2|
|analogy,|, |0|, |0|, |0|, |1|, |1|
|Grimwinter.|, |0|, |0|, |0|, |2|, |2|
|perplexed|, |0|, |1|, |0|, |0|, |1|
|cognac,|, |0|, |0|, |0|, |1|, |1|
|interjecting--even|, |0|, |0|, |1|, |0|, |1|
|you'll|, |0|, |0|, |4|, |0|, |4|
|sea|, |1|, |0|, |1|, |0|, |2|
|business,|, |0|, |0|, |1|, |0|, |1|
|think,|, |0|, |0|, |1|, |0|, |1|
|312|, |1|, |0|, |0|, |0|, |1|
|hypocritically|, |1|, |1|, |0|, |0|, |2|
|distressed|, |0|, |1|, |0|, |0|, |1|
|happiest|, |1|, |0|, |0|, |0|, |1|
|exaltation.|, |0|, |0|, |0|, |1|, |1|
|wave|, |2|, |0|, |1|, |0|, |3|
|general|, |2|, |0|, |2|, |0|, |4|
|boulevard."|, |0|, |0|, |0|, |1|, |1|
|restoratively|, |1|, |0|, |0|, |0|, |1|
|prettier|, |1|, |1|, |1|, |1|, |4|
|lady|, |20|, |18|, |14|, |11|, |63|
|waving|, |1|, |1|, |1|, |1|, |4|
|strange|, |7|, |6|, |5|, |4|, |22|
|significant|, |1|, |0|, |1|, |0|, |2|
|tells|, |1|, |2|, |1|, |2|, |6|
|attend|, |1|, |1|, |1|, |1|, |4|
|reaching|, |2|, |1|, |2|, |1|, |6|
|runaway|, |1|, |1|, |1|, |1|, |4|
|and--a|, |0|, |0|, |1|, |0|, |1|
|affliction,|, |0|, |0|, |0|, |1|, |1|
|novel;|, |0|, |0|, |0|, |1|, |1|
|faint|, |2|, |3|, |2|, |3|, |10|
|I.|, |0|, |0|, |1|, |2|, |3|
|sacred|, |1|, |1|, |1|, |1|, |4|
|true|, |0|, |1|, |0|, |0|, |1|
|person--so|, |0|, |0|, |1|, |0|, |1|
|scarce,|, |0|, |0|, |1|, |0|, |1|
|train,|, |0|, |0|, |0|, |2|, |2|
|``|, |358|, |336|, |0|, |0|, |694|
|began|, |2|, |3|, |1|, |2|, |8|
|(306)|, |0|, |0|, |1|, |0|, |1|
|fan|, |4|, |4|, |3|, |3|, |14|
|minute|, |1|, |0|, |1|, |0|, |2|
|secretly|, |2|, |3|, |0|, |1|, |6|
|place|, |14|, |13|, |7|, |7|, |41|
|farther|, |0|, |1|, |0|, |1|, |2|
|contortions,|, |0|, |0|, |1|, |1|, |2|
|wasted.|, |0|, |0|, |1|, |1|, |2|
|matter|, |2|, |1|, |1|, |1|, |5|
|reference|, |1|, |0|, |0|, |0|, |1|
|place!"|, |0|, |0|, |1|, |1|, |2|
|"carry-all"|, |0|, |0|, |1|, |0|, |1|
|head,|, |0|, |0|, |1|, |2|, |3|
|pensioner--whether|, |0|, |0|, |1|, |0|, |1|
|amused,|, |0|, |0|, |0|, |1|, |1|
|gravely,|, |0|, |0|, |1|, |1|, |2|
|Paris|, |12|, |12|, |5|, |3|, |32|
|photographs,|, |0|, |0|, |0|, |3|, |3|
|Europe!"|, |0|, |0|, |0|, |1|, |1|
|_elles|, |1|, |0|, |0|, |0|, |1|
|disappointment|, |1|, |1|, |1|, |1|, |4|
|arrived|, |1|, |1|, |1|, |1|, |4|
|sort!"|, |0|, |0|, |1|, |1|, |2|
|else.|, |0|, |0|, |0|, |1|, |1|
|here--the|, |0|, |0|, |1|, |0|, |1|
|view|, |5|, |2|, |5|, |2|, |14|
|Paris,|, |0|, |0|, |2|, |2|, |4|
|us,|, |0|, |0|, |2|, |2|, |4|
|capacity,|, |0|, |0|, |1|, |1|, |2|
|portico,|, |0|, |0|, |1|, |1|, |2|
|Verona.|, |0|, |0|, |1|, |0|, |1|
|quince-tree,|, |0|, |0|, |1|, |2|, |3|
|country's|, |0|, |0|, |1|, |0|, |1|
|a|, |297|, |271|, |291|, |267|, |1126|
|hero|, |2|, |1|, |2|, |0|, |5|
|saying:|, |0|, |0|, |1|, |0|, |1|
|middle,|, |0|, |0|, |0|, |1|, |1|
|Thoroughly|, |0|, |1|, |0|, |0|, |1|
|"When|, |0|, |0|, |4|, |5|, |9|
|sister,|, |0|, |0|, |0|, |1|, |1|
|rounded|, |3|, |1|, |3|, |1|, |8|
|Havre."|, |0|, |0|, |0|, |1|, |1|
|treat|, |1|, |0|, |0|, |0|, |1|
|treated|, |1|, |0|, |1|, |0|, |2|
|_this_|, |0|, |1|, |0|, |1|, |2|
|peculiarities|, |1|, |1|, |1|, |0|, |3|
|rise|, |2|, |0|, |1|, |0|, |3|
|landing,|, |0|, |0|, |0|, |1|, |1|
|découverte|, |0|, |1|, |0|, |0|, |1|
|kinds."|, |0|, |0|, |1|, |0|, |1|
|place;|, |0|, |0|, |1|, |1|, |2|
|red|, |3|, |4|, |2|, |4|, |13|
|oddly,|, |0|, |0|, |1|, |0|, |1|
|expression,|, |0|, |0|, |1|, |0|, |1|
|Boston."|, |0|, |0|, |1|, |1|, |2|
|other,|, |0|, |0|, |1|, |0|, |1|
|pupil,|, |0|, |0|, |1|, |1|, |2|
|tree."|, |0|, |0|, |1|, |1|, |2|
|laid|, |4|, |5|, |4|, |5|, |18|
|Home|, |0|, |1|, |0|, |0|, |1|
|go;|, |0|, |0|, |0|, |1|, |1|
|pleasant|, |1|, |1|, |1|, |1|, |4|
|"You've|, |0|, |0|, |1|, |0|, |1|
|cure|, |2|, |1|, |2|, |1|, |6|
|climbing|, |1|, |1|, |1|, |1|, |4|
|where,|, |0|, |0|, |3|, |3|, |6|
|plate.|, |0|, |0|, |1|, |1|, |2|
|protector;|, |0|, |0|, |1|, |0|, |1|
|rest|, |1|, |1|, |1|, |0|, |3|
|cane|, |0|, |2|, |0|, |2|, |4|
|doing--amusing|, |0|, |0|, |1|, |0|, |1|
|experience!"|, |0|, |0|, |1|, |0|, |1|
|bored,|, |0|, |0|, |0|, |1|, |1|
|shining|, |2|, |0|, |2|, |0|, |4|
|quietly."|, |0|, |0|, |1|, |1|, |2|
|coiffure|, |0|, |1|, |0|, |0|, |1|
|looking|, |11|, |20|, |11|, |20|, |62|
|me,"|, |0|, |0|, |4|, |3|, |7|
|bring|, |2|, |2|, |2|, |2|, |8|
|happiest,|, |0|, |0|, |1|, |0|, |1|
|Decidedly|, |1|, |1|, |1|, |0|, |3|
|Paris?"|, |0|, |0|, |0|, |1|, |1|
|hall,|, |0|, |0|, |1|, |1|, |2|
|broke|, |2|, |1|, |2|, |1|, |6|
|direction|, |1|, |1|, |1|, |1|, |4|
|behind|, |5|, |6|, |4|, |5|, |20|
|Count|, |1|, |0|, |0|, |0|, |1|
|rusty|, |3|, |2|, |3|, |2|, |10|
|nearer|, |3|, |2|, |2|, |1|, |8|
|pitying|, |1|, |0|, |1|, |0|, |2|
|native|, |0|, |1|, |0|, |1|, |2|
|foolish|, |1|, |1|, |0|, |0|, |2|
|(276)|, |0|, |0|, |1|, |0|, |1|
|will;|, |0|, |0|, |0|, |1|, |1|
|Europe;|, |0|, |0|, |1|, |1|, |2|
|quantity.|, |0|, |0|, |1|, |0|, |1|
|découverte!_"|, |0|, |0|, |0|, |1|, |1|
|down.|, |0|, |0|, |3|, |2|, |5|
|spoke|, |7|, |3|, |6|, |3|, |19|
|seen--for|, |0|, |0|, |1|, |0|, |1|
|knees,|, |0|, |0|, |1|, |0|, |1|
|found|, |12|, |7|, |12|, |7|, |38|
|straight|, |3|, |2|, |3|, |2|, |10|
|speaking|, |1|, |1|, |0|, |0|, |2|
|developed--"there's|, |0|, |0|, |1|, |0|, |1|
|leave,|, |0|, |0|, |0|, |1|, |1|
|fellow|, |4|, |6|, |3|, |3|, |16|
|"romance"|, |0|, |0|, |0|, |1|, |1|
|sort?"|, |0|, |0|, |1|, |1|, |2|
|"Pardon|, |0|, |0|, |1|, |0|, |1|
|awkwardly|, |1|, |0|, |1|, |0|, |2|
|stopped;|, |0|, |0|, |0|, |1|, |1|
|them;|, |0|, |0|, |1|, |1|, |2|
|Christmas|, |1|, |1|, |1|, |1|, |4|
|find|, |4|, |4|, |3|, |3|, |14|
|massive|, |1|, |0|, |1|, |0|, |2|
|exact,|, |0|, |0|, |1|, |0|, |1|
|cups|, |1|, |0|, |1|, |0|, |2|
|germs|, |1|, |0|, |1|, |0|, |2|
|vague|, |2|, |0|, |2|, |0|, |4|
|journey|, |1|, |1|, |1|, |1|, |4|
|tone|, |1|, |2|, |0|, |1|, |4|
|feel,|, |0|, |0|, |1|, |0|, |1|
|"saw"|, |0|, |0|, |1|, |0|, |1|
|back?"|, |0|, |0|, |1|, |1|, |2|
|salle-a-manger|, |1|, |0|, |0|, |0|, |1|
|away|, |13|, |18|, |8|, |10|, |49|
|am|, |3|, |24|, |2|, |24|, |53|
|flourish|, |1|, |1|, |1|, |1|, |4|
|dingy|, |0|, |1|, |0|, |0|, |1|
|demolished.)|, |0|, |0|, |1|, |1|, |2|
|them|, |24|, |16|, |14|, |11|, |65|
|impressions|, |1|, |1|, |0|, |0|, |2|
|towards|, |0|, |1|, |0|, |1|, |2|
|exactly|, |1|, |1|, |1|, |1|, |4|
|travelled|, |2|, |2|, |2|, |2|, |8|
|rejoin|, |0|, |1|, |0|, |0|, |1|
|embroidery|, |4|, |4|, |3|, |2|, |13|
|here?|, |0|, |0|, |0|, |1|, |1|
|demurely|, |1|, |1|, |1|, |1|, |4|
|flat,|, |0|, |0|, |0|, |1|, |1|
|stoical,|, |0|, |0|, |0|, |1|, |1|
|languir_.|, |0|, |0|, |1|, |0|, |1|
|said.|, |0|, |0|, |8|, |18|, |26|
|IV.|, |0|, |0|, |0|, |1|, |1|
|en|, |1|, |0|, |1|, |0|, |2|
|always|, |10|, |10|, |10|, |10|, |40|
|past|, |5|, |3|, |2|, |2|, |12|
|antechamber|, |0|, |1|, |0|, |0|, |1|
|parlour,|, |0|, |0|, |1|, |0|, |1|
|revel|, |1|, |0|, |0|, |0|, |1|
|very|, |37|, |54|, |36|, |54|, |181|
|months,"|, |0|, |0|, |1|, |1|, |2|
|church|, |4|, |4|, |3|, |3|, |14|
|mere|, |0|, |1|, |0|, |1|, |2|
|distress--and|, |0|, |0|, |1|, |0|, |1|
|less;|, |0|, |0|, |0|, |1|, |1|
|provided|, |1|, |1|, |1|, |1|, |4|
|past."|, |0|, |0|, |1|, |0|, |1|
|pleasure,"|, |0|, |0|, |1|, |1|, |2|
|challenge|, |1|, |0|, |0|, |0|, |1|
|formed|, |1|, |0|, |1|, |0|, |2|
|retire;|, |0|, |0|, |0|, |1|, |1|
|meme_,"|, |0|, |0|, |1|, |0|, |1|
|foppishness,--a|, |0|, |0|, |0|, |1|, |1|
|indicated|, |2|, |1|, |2|, |1|, |6|
|dregs|, |1|, |0|, |1|, |0|, |2|
|sentimental|, |1|, |1|, |1|, |1|, |4|
|takes|, |3|, |2|, |3|, |2|, |10|
|visitor,"|, |0|, |0|, |0|, |1|, |1|
|existence!_|, |0|, |0|, |0|, |1|, |1|
|inside|, |1|, |1|, |0|, |0|, |2|
|cousin?"|, |0|, |0|, |0|, |2|, |2|
|watching|, |1|, |1|, |1|, |1|, |4|
|company,|, |0|, |0|, |1|, |1|, |2|
|mind|, |3|, |2|, |3|, |2|, |10|
|answering,|, |0|, |0|, |1|, |1|, |2|
|art-student,|, |0|, |0|, |0|, |1|, |1|
|mid-day|, |1|, |0|, |0|, |0|, |1|
|"Monsieur!"|, |0|, |0|, |1|, |1|, |2|
|profile,|, |0|, |0|, |1|, |1|, |2|
|desperation,|, |0|, |0|, |1|, |0|, |1|
|Occasionally|, |1|, |1|, |0|, |0|, |2|
|running|, |1|, |1|, |1|, |1|, |4|
|Je|, |1|, |0|, |0|, |0|, |1|
|blushed|, |1|, |3|, |1|, |3|, |8|
|inquired.|, |0|, |0|, |0|, |1|, |1|
|advance|, |1|, |0|, |0|, |0|, |1|
|dream|, |3|, |2|, |0|, |0|, |5|
|chere_|, |1|, |0|, |0|, |0|, |1|
|beauty|, |1|, |1|, |0|, |0|, |2|
|figure.|, |0|, |0|, |0|, |1|, |1|
|side-street|, |1|, |0|, |0|, |0|, |1|
|really|, |10|, |6|, |9|, |5|, |30|
|haughty|, |1|, |0|, |1|, |0|, |2|
|relative|, |2|, |0|, |1|, |0|, |3|
|stared,|, |0|, |0|, |2|, |2|, |4|
|"On|, |0|, |0|, |1|, |1|, |2|
|particular,|, |0|, |0|, |2|, |1|, |3|
|_On|, |1|, |0|, |1|, |0|, |2|
|cropped|, |1|, |1|, |1|, |1|, |4|
|SEE|, |1|, |0|, |0|, |0|, |1|
|tendencies|, |0|, |1|, |0|, |0|, |1|
|by|, |31|, |19|, |30|, |17|, |97|
|fixed|, |2|, |6|, |2|, |6|, |16|
|ca|, |6|, |5|, |0|, |0|, |11|
|visiting|, |1|, |1|, |1|, |1|, |4|
|replied|, |6|, |2|, |2|, |1|, |11|
|fat|, |2|, |1|, |2|, |1|, |6|
|ladies.|, |0|, |0|, |2|, |1|, |3|
|instant,|, |0|, |0|, |2|, |2|, |4|
|rising|, |1|, |1|, |0|, |0|, |2|
|analogy|, |0|, |1|, |0|, |0|, |1|
|groaned,|, |0|, |0|, |1|, |0|, |1|
|bed-clothes.|, |0|, |0|, |0|, |1|, |1|
|Boston|, |1|, |1|, |0|, |0|, |2|
|poked|, |1|, |1|, |1|, |1|, |4|
|curiously|, |0|, |1|, |0|, |0|, |1|
|outside|, |2|, |2|, |1|, |1|, |6|
|round,|, |0|, |0|, |1|, |2|, |3|
|tears|, |4|, |3|, |4|, |3|, |14|
|About|, |1|, |0|, |1|, |0|, |2|
|divinely.|, |0|, |0|, |1|, |0|, |1|
|Spencer|, |30|, |50|, |15|, |24|, |119|
|trouble|, |1|, |1|, |0|, |0|, |2|
|enjoyed.|, |0|, |0|, |1|, |0|, |1|
|fear,|, |0|, |0|, |2|, |0|, |2|
|Comtesse!'|, |0|, |0|, |1|, |0|, |1|
|sometimes|, |2|, |1|, |2|, |1|, |6|
|_café_,"|, |0|, |0|, |0|, |1|, |1|
|so,"|, |0|, |0|, |1|, |0|, |1|
|"Was|, |0|, |0|, |1|, |1|, |2|
|crisis|, |1|, |0|, |0|, |0|, |1|
|home,|, |0|, |0|, |0|, |2|, |2|
|French|, |17|, |13|, |11|, |10|, |51|
|credence,|, |0|, |0|, |0|, |1|, |1|
|school-mistress|, |1|, |0|, |1|, |0|, |2|
|Alcibiade|, |2|, |2|, |0|, |0|, |4|
|bad|, |6|, |6|, |3|, |3|, |18|
|cunning|, |1|, |0|, |1|, |0|, |2|
|wholly|, |1|, |0|, |1|, |0|, |2|
|296|, |1|, |0|, |0|, |0|, |1|
|_mon|, |2|, |0|, |2|, |0|, |4|
|resembled|, |1|, |0|, |1|, |0|, |2|
|door-step|, |2|, |0|, |0|, |0|, |2|
|mal_,"|, |0|, |0|, |1|, |0|, |1|
|approve|, |0|, |1|, |0|, |1|, |2|
|entertainer.|, |0|, |0|, |1|, |0|, |1|
|crazy|, |3|, |3|, |2|, |2|, |10|
|named|, |2|, |0|, |2|, |0|, |4|
|"I've|, |0|, |0|, |6|, |0|, |6|
|gaze|, |4|, |4|, |3|, |2|, |13|
|considerable|, |3|, |0|, |2|, |0|, |5|
|"Certainly|, |0|, |0|, |1|, |1|, |2|
|harbor,--that|, |0|, |0|, |0|, |1|, |1|
|fashion,"|, |0|, |0|, |0|, |1|, |1|
|coat.|, |0|, |0|, |1|, |0|, |1|
|smile|, |5|, |9|, |2|, |3|, |19|
|sidelong|, |0|, |1|, |0|, |1|, |2|
|suspect|, |0|, |1|, |0|, |1|, |2|
|removing|, |0|, |1|, |0|, |1|, |2|
|it?|, |0|, |0|, |2|, |1|, |3|
|ribbon.|, |0|, |0|, |1|, |1|, |2|
|By|, |2|, |3|, |1|, |2|, |8|
|is:--"|, |0|, |0|, |0|, |1|, |1|
|bow,|, |0|, |0|, |0|, |1|, |1|
|life--as|, |0|, |0|, |1|, |0|, |1|
|older|, |3|, |3|, |0|, |0|, |6|
|difficulty|, |1|, |1|, |0|, |0|, |2|
|Byron's|, |0|, |0|, |2|, |2|, |4|
|street,|, |0|, |0|, |2|, |5|, |7|
|contrary|, |3|, |1|, |2|, |0|, |6|
|reading--for|, |0|, |0|, |1|, |0|, |1|
|Again|, |3|, |1|, |3|, |1|, |8|
|so,|, |0|, |0|, |1|, |1|, |2|
|eyes--of|, |0|, |0|, |1|, |0|, |1|
|other.|, |0|, |0|, |1|, |1|, |2|
|salutation|, |1|, |1|, |0|, |0|, |2|
|Left|, |1|, |0|, |1|, |0|, |2|
|'dowagers,'|, |0|, |0|, |1|, |0|, |1|
|well-emptied|, |1|, |1|, |1|, |1|, |4|
|Verona."|, |0|, |0|, |1|, |0|, |1|
|high|, |2|, |1|, |2|, |1|, |6|
|greasy|, |1|, |1|, |1|, |1|, |4|
|itself|, |1|, |0|, |0|, |0|, |1|
|hypocritically;|, |0|, |0|, |0|, |1|, |1|
|sick.|, |0|, |0|, |1|, |1|, |2|
|being|, |2|, |2|, |2|, |2|, |8|
|separated|, |1|, |1|, |1|, |1|, |4|
|coat|, |1|, |0|, |0|, |0|, |1|
|broken|, |1|, |0|, |1|, |0|, |2|
|lips.|, |0|, |0|, |0|, |1|, |1|
|incommode|, |2|, |2|, |2|, |2|, |8|
|age,|, |0|, |0|, |1|, |1|, |2|
|but,|, |0|, |0|, |1|, |0|, |1|
|confirm|, |1|, |0|, |1|, |0|, |2|
|eyes,|, |0|, |0|, |5|, |2|, |7|
|enough|, |9|, |6|, |6|, |5|, |26|
|landscapes,|, |0|, |0|, |1|, |1|, |2|
|do."|, |0|, |0|, |1|, |0|, |1|
|antechamber,|, |0|, |0|, |0|, |1|, |1|
|signed|, |1|, |1|, |1|, |1|, |4|
|dusky|, |1|, |1|, |1|, |1|, |4|
|narrowed|, |1|, |0|, |1|, |0|, |2|
|silence|, |3|, |3|, |1|, |1|, |8|
|compassion--the|, |0|, |0|, |1|, |0|, |1|
|prettiest|, |1|, |0|, |1|, |0|, |2|
|hardest|, |1|, |0|, |1|, |0|, |2|
|remarked|, |3|, |2|, |2|, |0|, |7|
|credit|, |1|, |1|, |0|, |0|, |2|
|offered,|, |0|, |0|, |1|, |1|, |2|
|Spencer's,|, |0|, |0|, |1|, |0|, |1|
|servants."|, |0|, |0|, |1|, |1|, |2|
|She|, |80|, |88|, |64|, |71|, |303|
|"Well,|, |0|, |0|, |10|, |0|, |10|
|Did|, |2|, |2|, |0|, |0|, |4|
|sown,|, |0|, |0|, |1|, |0|, |1|
|indeed|, |7|, |2|, |6|, |2|, |17|
|rapt|, |1|, |0|, |1|, |0|, |2|
|pace,|, |0|, |0|, |1|, |1|, |2|
|old-world|, |2|, |0|, |2|, |0|, |4|
|country|, |4|, |4|, |1|, |2|, |11|
|"he|, |0|, |0|, |1|, |0|, |1|
|abroad|, |1|, |1|, |1|, |1|, |4|
|appreciation|, |2|, |0|, |1|, |0|, |3|
|vehicles|, |1|, |1|, |0|, |0|, |2|
|help?"|, |0|, |0|, |1|, |0|, |1|
|declared.|, |0|, |0|, |1|, |0|, |1|
|"J'adore|, |0|, |0|, |0|, |1|, |1|
|Presently,|, |0|, |0|, |0|, |1|, |1|
|open,|, |0|, |0|, |0|, |1|, |1|
|lucidity|, |1|, |0|, |1|, |0|, |2|
|bad,|, |0|, |0|, |1|, |1|, |2|
|one|, |31|, |26|, |26|, |24|, |107|
|drawing|, |3|, |3|, |2|, |2|, |10|
|long-aproned|, |1|, |1|, |1|, |1|, |4|
|communicate|, |1|, |1|, |0|, |0|, |2|
|needle|, |1|, |1|, |1|, |1|, |4|
|round|, |7|, |7|, |5|, |5|, |24|
|tossed|, |0|, |1|, |0|, |1|, |2|
|lucky!--we|, |0|, |0|, |1|, |0|, |1|
|trickling|, |1|, |1|, |1|, |1|, |4|
|idiot|, |0|, |1|, |0|, |0|, |1|
|pair|, |3|, |1|, |3|, |1|, |8|
|decorum|, |1|, |0|, |0|, |0|, |1|
|accent,|, |0|, |0|, |2|, |1|, |3|
|fixedness,|, |0|, |0|, |0|, |1|, |1|
|paying|, |1|, |1|, |0|, |1|, |3|
|go.|, |0|, |0|, |1|, |1|, |2|
|saddest|, |1|, |0|, |1|, |0|, |2|
|pursued:|, |0|, |0|, |1|, |0|, |1|
|say.|, |0|, |0|, |2|, |0|, |2|
|find."|, |0|, |0|, |1|, |1|, |2|
|folded,|, |0|, |0|, |1|, |1|, |2|
|human|, |1|, |1|, |1|, |1|, |4|
|eager|, |1|, |1|, |1|, |1|, |4|
|in|, |182|, |149|, |166|, |142|, |639|
|later|, |1|, |1|, |1|, |1|, |4|
|yours?"|, |0|, |0|, |0|, |1|, |1|
|novel|, |1|, |1|, |0|, |0|, |2|
|intrude;|, |0|, |0|, |0|, |1|, |1|
|vanter_|, |1|, |0|, |0|, |0|, |1|
|dwelling|, |1|, |1|, |1|, |1|, |4|
|master.|, |0|, |0|, |1|, |0|, |1|
|He's|, |0|, |0|, |2|, |0|, |2|
|intimate,|, |0|, |0|, |1|, |0|, |1|
|outrage,|, |0|, |0|, |0|, |1|, |1|
|sun-picture.|, |0|, |0|, |1|, |1|, |2|
|hour,"|, |0|, |0|, |1|, |1|, |2|
|still|, |17|, |7|, |13|, |5|, |42|
|mockery|, |1|, |0|, |0|, |0|, |1|
|groan;|, |0|, |0|, |0|, |1|, |1|
|since--secretly."|, |0|, |0|, |1|, |0|, |1|
|pavement.|, |0|, |0|, |1|, |0|, |1|
|cousin's|, |0|, |0|, |3|, |2|, |5|
|doorway|, |1|, |1|, |1|, |1|, |4|
|inn|, |3|, |4|, |3|, |3|, |13|
|debt|, |1|, |1|, |0|, |0|, |2|
|hopeless;|, |0|, |0|, |1|, |1|, |2|
|comprehension.|, |0|, |0|, |1|, |1|, |2|
|near-sightedly|, |1|, |0|, |0|, |0|, |1|
|tapestry--"he|, |0|, |0|, |1|, |0|, |1|
|consciousness|, |2|, |0|, |1|, |0|, |3|
|enjoyed|, |2|, |1|, |1|, |1|, |5|
|cried;|, |0|, |0|, |1|, |1|, |2|
|291|, |1|, |0|, |0|, |0|, |1|
|prepared|, |3|, |0|, |2|, |0|, |5|
|me:|, |0|, |0|, |1|, |0|, |1|
|him,|, |0|, |0|, |6|, |4|, |10|
|sublimely|, |1|, |0|, |1|, |0|, |2|
|else|, |5|, |3|, |2|, |1|, |11|
|languages|, |1|, |1|, |0|, |0|, |2|
|way|, |16|, |11|, |9|, |6|, |42|
|thirst|, |1|, |0|, |0|, |0|, |1|
|names|, |1|, |1|, |1|, |1|, |4|
|walk|, |3|, |4|, |3|, |4|, |14|
|thinks|, |1|, |1|, |1|, |1|, |4|
|sitting|, |3|, |6|, |3|, |6|, |18|
|One|, |3|, |3|, |3|, |3|, |12|
|expressed|, |2|, |2|, |2|, |2|, |8|
|court|, |5|, |5|, |3|, |2|, |15|
|neatly|, |1|, |1|, |1|, |1|, |4|
|brightness|, |0|, |1|, |0|, |1|, |2|
|lover|, |0|, |1|, |0|, |0|, |1|
|de|, |5|, |1|, |5|, |1|, |12|
|dishonest--no|, |0|, |0|, |1|, |0|, |1|
|dress.|, |0|, |0|, |1|, |1|, |2|
|five|, |3|, |4|, |3|, |4|, |14|
|295|, |1|, |0|, |0|, |0|, |1|
|shifty|, |1|, |0|, |0|, |0|, |1|
|companion|, |12|, |8|, |9|, |5|, |34|
|excited|, |1|, |0|, |1|, |0|, |2|
|gratefully|, |1|, |1|, |1|, |0|, |3|
|breadth|, |1|, |0|, |1|, |0|, |2|
|control|, |1|, |0|, |1|, |0|, |2|
|wine-glass|, |1|, |0|, |1|, |0|, |2|
|exaltation|, |0|, |1|, |0|, |0|, |1|
|times,|, |0|, |0|, |1|, |1|, |2|
|craziness."|, |0|, |0|, |1|, |1|, |2|
